# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,trade_number,verdict,capture_categories,capture_texts,export_string,search_url,found,checked
base_energy_shield_regeneration_rate_per_minute,2561836520,rejected,explicit fractured,Regenerate # Energy Shield per second,Regenerate {0} Energy Shield per second,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kamZoYWxmamRgVJtLBACAAPimYRiAAAA,,
base_fire_hit_damage_taken_%_as_physical,1029319062,rejected,explicit,#% of Fire Damage from Hits taken as Physical Damage,{0}% of Fire Damage from Hits taken as Physical Damage,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oYGRpbGhpYGZkVJtLBACANKozlxiAAAA,,
base_fire_hit_damage_taken_%_as_physical,3205239847,picked,explicit implicit,#% of Fire Damage from Hits taken as Physical Damage,{0}% of Fire Damage from Hits taken as Physical Damage,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sZGBqZGxpYWJuVJtLBACABo-MGBiAAAA,,
base_life_leech_from_attack_damage_permyriad,141810208,picked,enchant explicit implicit,#% of Attack Damage Leeched as Life,{0}% of Attack Damage Leeched as Life,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oYmhhaGBkYGFUm0sEAIAEImvp2EAAAA,,
base_life_leech_from_attack_damage_permyriad,1828023575,rejected,implicit,#% of Attack Damage Leeched as Life,{0}% of Attack Damage Leeched as Life,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwZm5BTmZyZokeSEO8oYWRhYGRsam5qVJtLBACAGZGQY9iAAAA,,
base_life_leech_from_chaos_damage_permyriad,744082851,picked,explicit fractured implicit scourge,#% of Chaos Damage Leeched as Life,{0}% of Chaos Damage Leeched as Life,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8uYmJgYWRhamhUm0sEAIAnreYqWEAAAA,,
base_life_leech_from_chaos_damage_permyriad,2238792070,rejected,implicit,#% of Chaos Damage Leeched as Life,{0}% of Chaos Damage Leeched as Life,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwZm5BTmZyZokeSEO8kZGxhbmlkYG5gVJtLBACAOkBXfxiAAAA,,
base_mana_reservation_efficiency_+%,1269219558,rejected,explicit fractured implicit scourge,#% increased Mana Reservation Efficiency of Skills,{0}% increased Mana Reservation Efficiency of Skills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oZGZpZGhpamphVJtLBACANXHKRZiAAAA,,
base_mana_reservation_efficiency_+%,4237190083,picked,explicit fractured implicit scourge,#% increased Mana Reservation Efficiency of Skills,{0}% increased Mana Reservation Efficiency of Skills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iZGxuaGlgYGFsVJtLBACAAVk6PBiAAAA,,
base_max_fortification,335507772,rejected,explicit fractured implicit,+# to maximum Fortification,{0} to maximum Fortification,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sbGpqYG5ubmRUm0sEAIAmC6C82EAAAA,,
base_max_fortification,2094299742,picked,explicit implicit,+# to maximum Fortification,{0} to maximum Fortification,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kYGliZGlpbmJkVJtLBACAC2AMHpiAAAA,,
base_reservation_efficiency_+%,2587176568,picked,explicit implicit,#% increased Reservation Efficiency of Skills,{0}% increased Reservation Efficiency of Skills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kamFuaG5mamZhVJtLBACANBhMnViAAAA,,
base_reservation_efficiency_+%,4202507508,rejected,explicit implicit,#% increased Reservation Efficiency of Skills,{0}% increased Reservation Efficiency of Skills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iZGBkamBuamBhVJtLBACAE7mRJBiAAAA,,
base_spell_suppression_chance_150%_of_value,492027537,picked,crafted explicit fractured implicit,+#% chance to Suppress Spell Damage,{0}% chance to Suppress Spell Damage,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iaWRgZG5qbG5Um0sEAIASzqM_2EAAAA,,
base_spell_suppression_chance_150%_of_value,3680664274,rejected,crafted explicit fractured implicit scourge,+#% chance to Suppress Spell Damage,{0}% chance to Suppress Spell Damage,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sZmFgZmZiZG5iVJtLBACADF93GliAAAA,,
base_strength_and_intelligence,1535626285,rejected,crafted explicit fractured implicit,+# to Strength and Intelligence,{0} to Strength and Intelligence,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oamxqZmRmZGFqVJtLBACAHIAbWZiAAAA,,
base_strength_and_intelligence,2543977012,picked,explicit,+# to Strength and Intelligence,{0} to Strength and Intelligence,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kamJsaW5uYGhkVJtLBACALOUkpJiAAAA,,
chance_to_gain_onslaught_on_kill_for_4_seconds_%,665823128,picked,explicit fractured,#% chance to gain Onslaught for 4 seconds on Kill,{0}% chance to gain Onslaught for 4 seconds on Kill,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8mZmphZGxoZGFUm0sEAIAi84EFGEAAAA,,
chance_to_gain_onslaught_on_kill_for_4_seconds_%,3023957681,rejected,crafted explicit fractured implicit scourge,#% chance to gain Onslaught for 4 seconds on Kill,{0}% chance to gain Onslaught for 4 seconds on Kill,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sYGRsaWpuZmFoVJtLBACAOIxbvJiAAAA,,
chance_to_intimidate_on_hit_%,78985352,picked,explicit fractured implicit scourge,#% chance to Intimidate Enemies for 4 seconds on Hit,{0}% chance to Intimidate Enemies for 4 seconds on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8uYWlhamxqZFSbSwQAgDQlRYgYAAAAA,,
chance_to_intimidate_on_hit_%,2089652545,rejected,explicit fractured implicit,#% chance to Intimidate Enemies for 4 seconds on Hit,{0}% chance to Intimidate Enemies for 4 seconds on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kYGFpZmpkamJqVJtLBACAGJFvrpiAAAA,,
chaos_damage_does_not_bypass_energy_shield,1119465199,picked,explicit,Chaos Damage taken does not bypass Energy Shield,Chaos Damage taken does not bypass Energy Shield,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oaGhpYmZqaGlpVJtLBACAHYYlxJiAAAA,,
chaos_damage_does_not_bypass_energy_shield,1865744989,rejected,explicit implicit,Chaos Damage taken does not bypass Energy Shield,Chaos Damage taken does not bypass Energy Shield,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oYWZqbmJiaWFpVJtLBACAKu-0CxiAAAA,,
clarity_mana_reservation_efficiency_-2%_per_1,453778214,open,enchant,Clarity has #% increased Mana Reservation Efficiency,Clarity has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyJqbG5uYWRoYlSbSwQAgCS4r6lYAAAAA,yes,2026-09-13
clarity_mana_reservation_efficiency_-2%_per_1,2668611054,open,enchant,Clarity has #% increased Mana Reservation Efficiency,Clarity has {0}% reduced Mana Reservation Efficiency,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyRmZmFmaGhgamJUm0sEAIA2TrP5mEAAAA,no,2026-09-13
cold_damage_can_ignite,1888494262,picked,explicit fractured,Your Cold Damage can Ignite,Your Cold Damage can Ignite,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8oYWFhYmliZGZkVJtLBACALfMtYliAAAA,,
cold_damage_can_ignite,3573591118,rejected,explicit,Your Cold Damage can Ignite,Your Cold Damage can Ignite,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sam5samloaGhhVJtLBACADR98qliAAAA,,
curse_aura_skills_mana_reservation_efficiency_-2%_per_1,443165947,rejected,explicit,#% increased Mana Reservation Efficiency of Curse Aura Skills,{0}% reduced Mana Reservation Efficiency of Curse Aura Skills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iYmxoZmppYm5Um0sEAIASIaYVmEAAAA,,
curse_aura_skills_mana_reservation_efficiency_-2%_per_1,714566414,picked,explicit,#% increased Mana Reservation Efficiency of Curse Aura Skills,{0}% reduced Mana Reservation Efficiency of Curse Aura Skills,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8uaGJqZmZiaGJUm0sEAIA1vdD3mEAAAA,,
curse_on_hit_%_conductivity,670088789,picked,scourge,#% chance to Curse Enemies with Conductivity on Hit,{0}% chance to Curse Enemies with Conductivity on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwcXJ-aVF6qh5IfbyZuYGBhYW5haVSbSwQAgC1JKgGYAAAAA,,
curse_on_hit_%_conductivity,710372469,rejected,explicit fractured implicit,Curse Enemies with Conductivity on Hit,{0}% chance to Curse Enemies with Conductivity on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8uaGBsbmRiZmlUm0sEAIAwy-wUmEAAAA,,
curse_on_hit_%_despair,1764973832,picked,scourge,#% chance to Curse Enemies with Despair on Hit,{0}% chance to Curse Enemies with Despair on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwcXJ-aVF6qh5IfbyhuZmJpbmxhbGRUm0sEAIA8RRzRGEAAAA,,
curse_on_hit_%_despair,2764915899,rejected,explicit fractured implicit,Curse Enemies with Despair on Hit,{0}% chance to Curse Enemies with Despair on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kbmZiaWhqYWlpVJtLBACAP4QcyBiAAAA,,
curse_on_hit_%_elemental_weakness,636057969,picked,enchant scourge,#% chance to Curse Enemies with Elemental Weakness on Hit,{0}% chance to Curse Enemies with Elemental Weakness on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyZsZmBqbmlmaVSbSwQAgBhVm3cYAAAAA,,
curse_on_hit_%_elemental_weakness,2028847114,rejected,explicit fractured implicit,Curse Enemies with Elemental Weakness on Hit,{0}% chance to Curse Enemies with Elemental Weakness on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8kYGRhYWJuaGhiVJtLBACADrV8shiAAAA,,
curse_on_hit_%_enfeeble,1516661546,picked,enchant scourge,#% chance to Curse Enemies with Enfeeble on Hit,{0}% chance to Curse Enemies with Enfeeble on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwal5yRmJeiR5IfbyhqaGZmZmhqYmZUm0sEAIAWQPIeWEAAAA,,
curse_on_hit_%_enfeeble,1625819882,rejected,implicit,Curse Enemies with Enfeeble on Hit,{0}% chance to Curse Enemies with Enfeeble on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwZm5BTmZyZokeSEO8oZmRqYWhpYWFkVJtLBACAC51GkBiAAAA,,
curse_on_hit_%_flammability,338121249,rejected,explicit fractured implicit,Curse Enemies with Flammability on Hit,Curse Enemies with Flammability on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8sbGFoZGhkYmlUm0sEAIASarFJGEAAAA,,
curse_on_hit_%_flammability,654274615,picked,explicit scourge,Curse Enemies with Flammability on Hit,Curse Enemies with Flammability on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8mamJkbmJmaGpUm0sEAIAZWZ2R2EAAAA,,
curse_on_hit_%_frostbite,426847518,rejected,explicit fractured implicit,Curse Enemies with Frostbite on Hit,{0}% chance to Curse Enemies with Frostbite on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAA6tWKi5JLCktVrKqVsovKMnMz1OyUkrMq1Sq1QHLACWiq5VKKgtSweIpSjpKaZk5JalFEInMFKBwakVBTmZyZokeSEO8iZGZhYm5qaGFUm0sEAIAGaDZKmEAAAA,,
curse_on_hit_%_frostbite,1016707110,picked,scourge,#% chance to Curse Enemies with Frostbite on Hit,{0}% chance to Curse Enemies with Frostbite on Hit,https://www.pathofexile.com/trade/search/Standard/H4sIAAAAAAAAAyXKQQqAIBSE4bvMWkI3CV4lIiQthFDR50LEu2fG7P5vGjJpKhmqIURywUNB-4rOpgzYGqhGO7sBw-UesukHZ0bOZyjptsv3PwQXq-RSCI6-j72IwhtqYQAAAA,,
