category,text,ids,id_kinds
explicit,Socketed Gems are Supported by Level # Less Duration,stat_2487643588 indexable_support_25,indexable stat
explicit,Socketed Gems are Supported by Level # Lifetap,stat_1079239905 indexable_support_137,indexable stat
explicit,Socketed Gems are Supported by Level # Lightning Penetration,stat_3354027870 indexable_support_51,indexable stat
explicit,Socketed Gems are Supported by Level # Living Lightning,indexable_support_168 stat_4096329121,indexable stat
explicit,Socketed Gems are Supported by Level # Maim,stat_3826977109 indexable_support_50,indexable stat
explicit,Socketed Gems are Supported by Level # Mana Leech,stat_2608615082 indexable_support_49,indexable stat
explicit,Socketed Gems are Supported by Level # Manaforged Arrows,stat_4022502578 indexable_support_147,indexable stat
explicit,Socketed Gems are Supported by Level # Mark On Hit,indexable_support_141 stat_3485498591,indexable stat
explicit,Socketed Gems are Supported by Level # Meat Shield,stat_858460086 indexable_support_48,indexable stat
explicit,Socketed Gems are Supported by Level # Melee Physical Damage,stat_2985291457 indexable_support_46,indexable stat
explicit,Socketed Gems are Supported by Level # Minefield,indexable_support_44 stat_2805586447,indexable stat
explicit,Socketed Gems are Supported by Level # Minion Damage,stat_808939569 indexable_support_64,indexable stat
explicit,Socketed Gems are Supported by Level # Minion Life,stat_1337327984 indexable_support_63,indexable stat
explicit,Socketed Gems are Supported by Level # Minion Speed,stat_995332031 indexable_support_62,indexable stat
explicit,Socketed Gems are Supported by Level # Mirage Archer,indexable_support_43 stat_3239503729,indexable stat
explicit,Socketed Gems are Supported by Level # Momentum,stat_3237923082 indexable_support_37,indexable stat
explicit,Socketed Gems are Supported by Level # More Duration,stat_407317553 indexable_support_65,indexable stat
explicit,Socketed Gems are Supported by Level # Multiple Projectiles,stat_584144941 indexable_support_55,indexable stat
explicit,Socketed Gems are Supported by Level # Multiple Totems,stat_807186595 indexable_support_40,indexable stat
explicit,Socketed Gems are Supported by Level # Multiple Traps,indexable_support_39 stat_3016436615,indexable stat
explicit,Socketed Gems are Supported by Level # Nightblade,indexable_support_38 stat_2861649515,indexable stat
explicit,Socketed Gems are Supported by Level # Overcharge,indexable_support_144 stat_3462081007,indexable stat
explicit,Socketed Gems are Supported by Level # Pierce,stat_254728692 indexable_support_33,indexable stat
explicit,Socketed Gems are Supported by Level # Pinpoint,indexable_support_132 stat_1609369521,indexable stat
explicit,Socketed Gems are Supported by Level # Point Blank,indexable_support_32 stat_3754129682,indexable stat
explicit,Socketed Gems are Supported by Level # Predator,indexable_support_93 stat_4082662318,indexable stat
explicit,Socketed Gems are Supported by Level # Prismatic Burst,indexable_support_148 stat_2910545715,indexable stat
explicit,Socketed Gems are Supported by Level # Pulverise,stat_282757414 indexable_support_29,indexable stat
explicit,Socketed Gems are Supported by Level # Rage,stat_369650395 indexable_support_28,indexable stat
explicit,Socketed Gems are Supported by Level # Returning Projectiles,stat_1549219417 indexable_support_149 stat_52197415,indexable stat
explicit,Socketed Gems are Supported by Level # Rupture,indexable_support_142 stat_970734352,indexable stat
explicit,Socketed Gems are Supported by Level # Ruthless,stat_3796013729 indexable_support_21,indexable stat
explicit,Socketed Gems are Supported by Level # Sacred Wisps,indexable_support_163 stat_3304737450,indexable stat
explicit,Socketed Gems are Supported by Level # Sacrifice,indexable_support_158 stat_2302807931,indexable stat
explicit,Socketed Gems are Supported by Level # Sadism,stat_794471597 indexable_support_161,indexable stat
explicit,Socketed Gems are Supported by Level # Second Wind,indexable_support_20 stat_402499111,indexable stat
explicit,Socketed Gems are Supported by Level # Shockwave,indexable_support_19 stat_1344789934,indexable stat
explicit,Socketed Gems are Supported by Level # Slower Projectiles,stat_1390285657 indexable_support_18,indexable stat
explicit,Socketed Gems are Supported by Level # Spell Cascade,stat_503990161 indexable_support_17,indexable stat
explicit,Socketed Gems are Supported by Level # Spell Echo,stat_438778966 stat_913919528 indexable_support_42,indexable stat
explicit,Socketed Gems are Supported by Level # Spell Totem,stat_2962840349 indexable_support_15,indexable stat
explicit,Socketed Gems are Supported by Level # Spellblade,indexable_support_151 stat_633235561,indexable stat
explicit,Socketed Gems are Supported by Level # Summon Phantasm,indexable_support_10 stat_2169409479 stat_3155072742,indexable stat
explicit,Socketed Gems are Supported by Level # Swift Affliction,indexable_support_26 stat_1636220212,indexable stat
explicit,Socketed Gems are Supported by Level # Swift Assembly,indexable_support_9 stat_4021476585,indexable stat
explicit,Socketed Gems are Supported by Level # Swiftbrand,indexable_support_130 stat_2127532091,indexable stat
explicit,Socketed Gems are Supported by Level # Trap,stat_1122134690 indexable_support_8,indexable stat
explicit,Socketed Gems are Supported by Level # Trauma,indexable_support_150 stat_1715139253,indexable stat
explicit,Socketed Gems are Supported by Level # Trinity,indexable_support_134 stat_3111091501,indexable stat
explicit,Socketed Gems are Supported by Level # Unbound Ailments,stat_3699494172 indexable_support_5,indexable stat
explicit,Socketed Gems are Supported by Level # Unleash,stat_3356013982 indexable_support_4,indexable stat
explicit,Socketed Gems are Supported by Level # Urgent Orders,indexable_support_131 stat_1485525812,indexable stat
explicit,Socketed Gems are Supported by Level # Vicious Projectiles,stat_2513293614 indexable_support_35,indexable stat
explicit,Socketed Gems are Supported by Level # Vile Toxins,stat_1002855537 indexable_support_3,indexable stat
explicit,Socketed Gems are Supported by Level # Void Manipulation,indexable_support_2 stat_1866583932,indexable stat
explicit,Socketed Gems are Supported by Level # Volatility,indexable_support_156 stat_4184135167,indexable stat
explicit,Socketed Gems are Supported by Level # Volley,stat_2696557965 indexable_support_36,indexable stat
explicit,Socketed Gems are Supported by Level # Withering Touch,indexable_support_104 stat_3287477747,indexable stat
explicit,"Tormented Spirits in your Maps can Possess Players for 20 seconds
Tormented Spirits in your Maps cannot Possess Monsters",stat_1582162479 stat_3249943883,stat
explicit,Trigger Level # Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,stat_3924520095 stat_3382957283,stat
explicit,Trigger Level # Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,stat_3904501306 stat_364728407 stat_2659463225,stat
explicit,Wrath has #% increased Mana Reservation Efficiency,stat_3444518809 stat_1761642973,stat
explicit,Your Cold Damage can Ignite,stat_3573591118 stat_1888494262,stat
explicit,Zealotry has #% increased Mana Reservation Efficiency,stat_168308685 stat_4216444167,stat
implicit,#% chance to Intimidate Enemies for 4 seconds on Hit,stat_78985352 stat_2089652545,stat
implicit,#% increased Mana Reservation Efficiency of Skills,stat_4237190083 stat_1269219558,stat
implicit,#% increased Reservation Efficiency of Skills,stat_2587176568 stat_4202507508,stat
implicit,#% of Attack Damage Leeched as Life,stat_141810208 stat_1828023575,stat
implicit,#% of Chaos Damage Leeched as Life,stat_2238792070 stat_744082851,stat
implicit,#% of Cold Damage Leeched as Life,stat_3999401129 stat_2459451600,stat
implicit,#% of Fire Damage Leeched as Life,stat_3848282610 stat_1743742391,stat
implicit,#% of Lightning Damage Leeched as Life,stat_80079005 stat_2696663331,stat
implicit,#% of Physical Damage Leeched as Life,stat_2508100173 stat_3764265320,stat
implicit,+# to maximum Fortification,stat_335507772 stat_2094299742,stat
implicit,+#% chance to Suppress Spell Damage,stat_3680664274 stat_492027537,stat
implicit,Determination has #% increased Mana Reservation Efficiency,stat_325889252 stat_2721871046,stat
implicit,Discipline has #% increased Mana Reservation Efficiency,stat_2081344089 stat_1692887998,stat
implicit,Grace has #% increased Mana Reservation Efficiency,stat_900639351 stat_1803598623,stat
implicit,Prevent +#% of Reflected Damage,stat_1571797746 stat_2510655429,stat
implicit,Projectiles Pierce # additional Targets,stat_2067062068 stat_2902845638,stat
implicit,Purity of Fire has #% increased Mana Reservation Efficiency,stat_3003688066 stat_1135152940,stat
implicit,Purity of Ice has #% increased Mana Reservation Efficiency,stat_139925400 stat_2665518524,stat
implicit,Purity of Lightning has #% increased Mana Reservation Efficiency,stat_3411256933 stat_1450978702,stat
implicit,Vitality has #% increased Mana Reservation Efficiency,stat_3972739758 stat_1233806203,stat
fractured,#% chance to Impale Enemies on Hit with Attacks,stat_3739863694 stat_725880290,stat
fractured,#% chance to Intimidate Enemies for 4 seconds on Hit,stat_78985352 stat_2089652545,stat
fractured,#% chance to gain Onslaught for 4 seconds on Kill,stat_3023957681 stat_665823128,stat
fractured,#% increased Mana Reservation Efficiency of Skills,stat_4237190083 stat_1269219558,stat
fractured,#% increased Movement Speed if you haven't been Hit Recently,stat_1177358866 stat_308396001,stat
fractured,+#% chance to Suppress Spell Damage,stat_3680664274 stat_492027537,stat
fractured,1 Added Passive Skill is Evil Eye,stat_4291066912 stat_156080652,stat
fractured,Arctic Armour has #% increased Mana Reservation Efficiency,stat_2351239732 stat_2605040931,stat
fractured,Grants Level # Anger Skill,stat_449494711 stat_484879947,stat
fractured,Grants Level # Determination Skill,stat_3231614028 stat_4265392510,stat
fractured,Grants Level # Discipline Skill,stat_2578176147 stat_2341269061,stat
fractured,Grants Level # Grace Skill,stat_3914774028 stat_2867050084,stat
fractured,Grants Level # Haste Skill,stat_2923442950 stat_1188846263,stat
fractured,Grants Level # Hatred Skill,stat_178394804 stat_2429546158,stat
fractured,Grants Level # Wrath Skill,stat_1568319697 stat_2265307453,stat
enchant,#% increased Mana Reservation Efficiency of Skills Supported by Spellslinger,stat_3305838454 stat_1341061286,stat
enchant,#% increased Quantity of Gold Dropped by Slain Enemies,stat_253956903 stat_3664950032,stat
enchant,#% increased Rallying Cry Buff Effect,stat_865263728 stat_945725535 stat_4147277532,stat
enchant,Added Small Passive Skills grant: 2% increased Effect of your Curses,stat_3948993189|55 stat_3948993189|25,stat
enchant,Anger has #% increased Mana Reservation Efficiency,stat_2549369799 stat_2963485753,stat
enchant,Arctic Armour has #% increased Mana Reservation Efficiency,stat_2351239732 stat_2605040931,stat
enchant,Area contains # additional Clusters of Mysterious Barrels,stat_1207515735 stat_1080470148 stat_4019701925 stat_1669553893,stat
enchant,Clarity has #% increased Mana Reservation Efficiency,stat_453778214 stat_2668611054,stat
enchant,Determination has #% increased Mana Reservation Efficiency,stat_325889252 stat_2721871046,stat
enchant,Discipline has #% increased Mana Reservation Efficiency,stat_2081344089 stat_1692887998,stat
enchant,Flesh and Stone has #% increased Mana Reservation Efficiency,stat_1740848995 stat_3563089138,stat
enchant,Grace has #% increased Mana Reservation Efficiency,stat_900639351 stat_1803598623,stat
enchant,Haste has #% increased Mana Reservation Efficiency,stat_939320550 stat_804667127,stat
enchant,Hatred has #% increased Mana Reservation Efficiency,stat_2156140483 stat_1920370417,stat
enchant,Herald of Agony has #% increased Mana Reservation Efficiency,stat_1133703802 stat_1284151528,stat
enchant,Herald of Ash has #% increased Mana Reservation Efficiency,stat_2500442851 stat_3819451758,stat
enchant,Herald of Ice has #% increased Mana Reservation Efficiency,stat_3395872960 stat_3059700363,stat
enchant,Herald of Purity has #% increased Mana Reservation Efficiency,stat_2189040439 stat_1542765265,stat
enchant,Herald of Thunder has #% increased Mana Reservation Efficiency,stat_3817220109 stat_3959101898,stat
enchant,Malevolence has #% increased Mana Reservation Efficiency,stat_3383226338 stat_3266567165,stat
enchant,Petrified Blood has #% increased Mana Reservation Efficiency,stat_1779904215 stat_1829483269,stat
enchant,Precision has #% increased Mana Reservation Efficiency,stat_3859865977 stat_658622139,stat
enchant,Pride has #% increased Mana Reservation Efficiency,stat_3993865658 stat_3484910620,stat
enchant,Purity of Elements has #% increased Mana Reservation Efficiency,stat_3303293173 stat_491551762,stat
enchant,Purity of Fire has #% increased Mana Reservation Efficiency,stat_3003688066 stat_1135152940,stat
enchant,Purity of Ice has #% increased Mana Reservation Efficiency,stat_139925400 stat_2665518524,stat
enchant,Purity of Lightning has #% increased Mana Reservation Efficiency,stat_3411256933 stat_1450978702,stat
enchant,Pyroclast Mine has #% increased Throwing Speed,stat_2432759583 stat_2005440071,stat
enchant,Summon Skitterbots has #% increased Mana Reservation Efficiency,stat_1695754537 stat_3818053347,stat
enchant,Tectonic Slam has +#% fissure branching chance,stat_1522229796 stat_2462686988,stat
enchant,Vitality has #% increased Mana Reservation Efficiency,stat_3972739758 stat_1233806203,stat
enchant,Wrath has #% increased Mana Reservation Efficiency,stat_3444518809 stat_1761642973,stat
enchant,Your Maps contain # additional Clusters of Mysterious Barrels,stat_1207515735 stat_1080470148 stat_4019701925 stat_1669553893,stat
enchant,Zealotry has #% increased Mana Reservation Efficiency,stat_168308685 stat_4216444167,stat
scourge,#% increased Mana Reservation Efficiency of Skills,stat_4237190083 stat_1269219558,stat
crafted,+#% chance to Suppress Spell Damage,stat_3680664274 stat_492027537,stat
mercenary,Gilded Extra Targets (Tier 3),support_58471 support_37259,support
delve,More Gem modifiers,delve_more_gem_level delve_more_gem,delve
ultimatum,Raging Dead,umod_62391 umod_28673,umod
ultimatum,Raging Dead II,umod_26465 umod_38306,umod
ultimatum,Raging Dead III,umod_6748 umod_49977,umod
ultimatum,Raging Dead IV,umod_39655 umod_24954,umod
ultimatum,Stormcaller Runes,umod_11866 umod_19821,umod
ultimatum,Stormcaller Runes II,umod_40295 umod_13955,umod
