file,entry_index,name,base,variant_index,label,old,label_shape,variant_lines,selection_size,tagged_lines
amulet.lua,11,Eternal Damnation,Agate Amulet,1,Pre 3.25.0,yes,bare `Pre <version>`,5,1,4
amulet.lua,11,Eternal Damnation,Agate Amulet,2,Current,no,`Current`,6,1,4
amulet.lua,12,Badge of the Brotherhood,Turquoise Amulet,1,only,no,only (the entry has no Variant line),6,1,1
amulet.lua,13,Replica Badge of the Brotherhood,Turquoise Amulet,1,only,no,only (the entry has no Variant line),6,1,1
amulet.lua,14,Bisco's Collar,Gold Amulet,1,Pre 3.0.0,yes,bare `Pre <version>`,3,1,0
amulet.lua,14,Bisco's Collar,Gold Amulet,2,Pre 3.2.0,yes,bare `Pre <version>`,3,1,0
amulet.lua,14,Bisco's Collar,Gold Amulet,3,Current,no,`Current`,3,1,0
amulet.lua,15,Blightwell,Clutching Talisman / Shield Crab Talisman,1,Pre 3.16.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,15,Blightwell,Clutching Talisman / Shield Crab Talisman,2,Pre 3.29.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,15,Blightwell,Clutching Talisman / Shield Crab Talisman,3,Current,no,`Current`,6,1,5
amulet.lua,16,Blood of Corruption,Amber Amulet,1,only,no,only (the entry has no Variant line),5,1,4
amulet.lua,17,Bloodgrip,Coral Amulet / Marble Amulet,1,Pre 3.0.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,17,Bloodgrip,Coral Amulet / Marble Amulet,2,Pre 3.12.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,17,Bloodgrip,Coral Amulet / Marble Amulet,3,Current,no,`Current`,6,1,6
amulet.lua,18,Carnage Heart,Onyx Amulet,1,Pre 2.6.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,18,Carnage Heart,Onyx Amulet,2,Current,no,`Current`,7,1,5
amulet.lua,19,Crystallised Omniscience,Onyx Amulet,1,only,no,only (the entry has no Variant line),5,1,4
amulet.lua,20,Daresso's Salute,Citrine Amulet,1,only,no,only (the entry has no Variant line),7,1,7
amulet.lua,21,Defiance of Destiny,Paua Amulet,1,Pre 3.25.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,21,Defiance of Destiny,Paua Amulet,2,Current,no,`Current`,6,1,6
amulet.lua,22,The Ephemeral Bond,Lapis Amulet,1,only,no,only (the entry has no Variant line),6,1,5
amulet.lua,23,The Untouched Soul,Gold Amulet,1,Pre 3.29.0,yes,bare `Pre <version>`,5,1,4
amulet.lua,23,The Untouched Soul,Gold Amulet,2,Current,no,`Current`,5,1,4
amulet.lua,24,Doedre's Tongue,Lapis Amulet,1,only,no,only (the entry has no Variant line),4,1,2
amulet.lua,25,Extractor Mentis,Agate Amulet,1,Pre 3.5.0,yes,bare `Pre <version>`,7,1,3
amulet.lua,25,Extractor Mentis,Agate Amulet,2,Current,no,`Current`,7,1,3
amulet.lua,26,Eye of Chayula,Onyx Amulet,1,only,no,only (the entry has no Variant line),4,1,2
amulet.lua,27,Presence of Chayula,Onyx Amulet,1,only,no,only (the entry has no Variant line),5,1,3
amulet.lua,28,Eye of Innocence,Citrine Amulet,1,only,no,only (the entry has no Variant line),5,1,3
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,1,Attributes,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,2,Global Defences,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,3,Chaos Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,4,Attack Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,5,Cold Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,6,Fire Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,7,Lightning Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,8,Spell Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,9,Global Physical Damage,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,10,Mana,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,11,Damage,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,12,Physical Damage Reduction,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,13,"Chance to Freeze, Shock and Ignite",no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,14,Crit Chance,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,15,Area of Effect,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,16,Attack/Cast Speed,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,17,Item Quantity (Pre 3.25.0),yes,compound holding `Pre <version>`,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,18,Life,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,19,Crit Multiplier,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,20,Maximum number of Raised Zombies,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,21,Frenzy Charge on Kill,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,22,Power Charge on Kill,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,23,Endurance Charge on Kill,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,24,Life Regen,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,25,Cold taken as Fire,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,26,Cold taken as Lightning,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,27,Fire taken as Cold,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,28,Fire taken as Lightning,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,29,Lightning taken as Cold,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,30,Lightning taken as Fire,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,31,Gain Physical as random Element,no,names an axis other than a version,2,2,1
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,32,Extra Pierces,no,names an axis other than a version,2,2,0
amulet.lua,29,Eyes of the Greatwolf,Greatwolf Talisman,33,Damage over Time Multiplier,no,names an axis other than a version,2,2,0
amulet.lua,30,The Felbog Fang,Citrine Amulet,1,Pre 3.20.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,30,The Felbog Fang,Citrine Amulet,2,Current,no,`Current`,7,1,6
amulet.lua,31,Fury Valve,Turquoise Amulet,1,only,no,only (the entry has no Variant line),7,1,4
amulet.lua,32,Gloomfang,Blue Pearl Amulet,1,Pre 3.11.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,32,Gloomfang,Blue Pearl Amulet,2,Current,no,`Current`,7,1,6
amulet.lua,33,The Halcyon,Jade Amulet,1,Pre 3.21.0,yes,bare `Pre <version>`,6,1,3
amulet.lua,33,The Halcyon,Jade Amulet,2,Current,no,`Current`,6,1,2
amulet.lua,34,The Pandemonius,Jade Amulet,1,only,no,only (the entry has no Variant line),6,1,4
amulet.lua,35,Hinekora's Sight,Onyx Amulet,1,Pre 3.16.0,yes,bare `Pre <version>`,5,1,2
amulet.lua,35,Hinekora's Sight,Onyx Amulet,2,Pre 3.37.0,yes,bare `Pre <version>`,5,1,3
amulet.lua,35,Hinekora's Sight,Onyx Amulet,3,Current,no,`Current`,5,1,3
amulet.lua,36,Replica Hinekora's Sight,Onyx Amulet,1,only,no,only (the entry has no Variant line),5,1,4
amulet.lua,37,Hyrri's Truth,Jade Amulet,1,Pre 3.16.0,yes,bare `Pre <version>`,8,1,7
amulet.lua,37,Hyrri's Truth,Jade Amulet,2,Pre 3.19.0,yes,bare `Pre <version>`,8,1,7
amulet.lua,37,Hyrri's Truth,Jade Amulet,3,Current,no,`Current`,6,1,4
amulet.lua,38,Replica Hyrri's Truth,Jade Amulet,1,Pre 3.16.0,yes,bare `Pre <version>`,8,1,7
amulet.lua,38,Replica Hyrri's Truth,Jade Amulet,2,Pre 3.19.0,yes,bare `Pre <version>`,8,1,7
amulet.lua,38,Replica Hyrri's Truth,Jade Amulet,3,Current,no,`Current`,6,1,4
amulet.lua,39,The Ignomon,Gold Amulet,1,Pre 3.19.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,39,The Ignomon,Gold Amulet,2,Current,no,`Current`,7,1,4
amulet.lua,40,The Effigon,Gold Amulet,1,only,no,only (the entry has no Variant line),8,1,7
amulet.lua,41,Ikiaho's Promise,Coral Amulet,1,only,no,only (the entry has no Variant line),6,1,6
amulet.lua,42,Impresence,Onyx Amulet,1,Physical,no,names an axis other than a version,7,1,5
amulet.lua,42,Impresence,Onyx Amulet,2,Fire,no,names an axis other than a version,7,1,6
amulet.lua,42,Impresence,Onyx Amulet,3,Cold,no,names an axis other than a version,7,1,6
amulet.lua,42,Impresence,Onyx Amulet,4,Lightning,no,names an axis other than a version,7,1,6
amulet.lua,42,Impresence,Onyx Amulet,5,Chaos,no,names an axis other than a version,7,1,5
amulet.lua,43,Karui Ward,Jade Amulet,1,Pre 2.6.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,43,Karui Ward,Jade Amulet,2,Current,no,`Current`,6,1,5
amulet.lua,44,Replica Karui Ward,Jade Amulet,1,only,no,only (the entry has no Variant line),6,1,4
amulet.lua,45,Karui Charge,Jade Amulet,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,45,Karui Charge,Jade Amulet,2,Current,no,`Current`,7,1,6
amulet.lua,46,Khatal's Geyser,Lapis Amulet,1,only,no,only (the entry has no Variant line),8,1,4
amulet.lua,47,Khatal's Weeping,Lapis Amulet,1,only,no,only (the entry has no Variant line),6,1,6
amulet.lua,48,Leadership's Price,Onyx Amulet,1,only,no,only (the entry has no Variant line),6,1,4
amulet.lua,49,Maligaro's Cruelty,Turquoise Amulet,1,only,no,only (the entry has no Variant line),6,1,3
amulet.lua,50,The Jinxed Juju,Citrine Amulet,1,Pre 3.16.0,yes,bare `Pre <version>`,6,1,4
amulet.lua,50,The Jinxed Juju,Citrine Amulet,2,Pre 3.20.0,yes,bare `Pre <version>`,6,1,4
amulet.lua,50,The Jinxed Juju,Citrine Amulet,3,Current,no,`Current`,5,1,3
amulet.lua,51,Marylene's Fallacy,Lapis Amulet,1,Pre 1.3.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,51,Marylene's Fallacy,Lapis Amulet,2,Pre 2.0.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,51,Marylene's Fallacy,Lapis Amulet,3,Pre 2.2.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,51,Marylene's Fallacy,Lapis Amulet,4,Pre 2.6.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,51,Marylene's Fallacy,Lapis Amulet,5,Current,no,`Current`,7,1,6
amulet.lua,52,Natural Hierarchy,Rotfeather Talisman / Rhex Talisman,1,Pre 3.29.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,52,Natural Hierarchy,Rotfeather Talisman / Rhex Talisman,2,Current,no,`Current`,4,1,4
amulet.lua,53,Night's Hold,Black Maw Talisman,1,only,no,only (the entry has no Variant line),5,1,0
amulet.lua,54,Perquil's Toe,Gold Amulet,1,only,no,only (the entry has no Variant line),5,1,3
amulet.lua,55,The Primordial Chain,Coral Amulet,1,Pre 3.26.0,yes,bare `Pre <version>`,8,1,3
amulet.lua,55,The Primordial Chain,Coral Amulet,2,Current,no,`Current`,8,1,3
amulet.lua,56,Rashkaldor's Patience,Jade Amulet,1,Pre 3.19.0,yes,bare `Pre <version>`,7,1,3
amulet.lua,56,Rashkaldor's Patience,Jade Amulet,2,Current,no,`Current`,6,1,3
amulet.lua,57,Retaliation Charm,Citrine Amulet,1,Pre 3.19.0,yes,bare `Pre <version>`,6,1,3
amulet.lua,57,Retaliation Charm,Citrine Amulet,2,Current,no,`Current`,5,1,2
amulet.lua,58,Rigwald's Curse,Wereclaw Talisman / Wolf Alpha Talisman,1,Pre 2.2.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,58,Rigwald's Curse,Wereclaw Talisman / Wolf Alpha Talisman,2,Pre 3.29.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,58,Rigwald's Curse,Wereclaw Talisman / Wolf Alpha Talisman,3,Current,no,`Current`,4,1,4
amulet.lua,59,Rotmother's Mutiny,Pearlescent Amulet,1,Fire,no,names an axis other than a version,5,1,3
amulet.lua,59,Rotmother's Mutiny,Pearlescent Amulet,2,Cold,no,names an axis other than a version,5,1,3
amulet.lua,59,Rotmother's Mutiny,Pearlescent Amulet,3,Lightning,no,names an axis other than a version,5,1,3
amulet.lua,60,Sacrificial Heart,Paua Amulet,1,Pre 3.14.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,60,Sacrificial Heart,Paua Amulet,2,Current,no,`Current`,7,1,6
amulet.lua,61,Zerphi's Heart,Paua Amulet,1,Pre 3.10.0,yes,bare `Pre <version>`,5,1,2
amulet.lua,61,Zerphi's Heart,Paua Amulet,2,Current,no,`Current`,5,1,2
amulet.lua,62,Shaper's Seed,Agate Amulet,1,Pre 2.6.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,62,Shaper's Seed,Agate Amulet,2,Pre 3.19.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,62,Shaper's Seed,Agate Amulet,3,Current,no,`Current`,5,1,5
amulet.lua,63,Sidhebreath,Paua Amulet,1,Pre 3.0.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,63,Sidhebreath,Paua Amulet,2,Pre 3.8.0,yes,bare `Pre <version>`,7,1,6
amulet.lua,63,Sidhebreath,Paua Amulet,3,Pre 3.19.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,63,Sidhebreath,Paua Amulet,4,Current,no,`Current`,6,1,4
amulet.lua,64,Solstice Vigil,Onyx Amulet,1,Pre 3.10.0,yes,bare `Pre <version>`,6,1,4
amulet.lua,64,Solstice Vigil,Onyx Amulet,2,Current,no,`Current`,6,1,4
amulet.lua,65,Star of Wraeclast,Ruby Amulet,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,65,Star of Wraeclast,Ruby Amulet,2,Pre 3.8.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,65,Star of Wraeclast,Ruby Amulet,3,Current,no,`Current`,7,1,6
amulet.lua,66,Stone of Lazhwar,Lapis Amulet,1,Pre 3.4.0,yes,bare `Pre <version>`,4,1,3
amulet.lua,66,Stone of Lazhwar,Lapis Amulet,2,Pre 3.19.0,yes,bare `Pre <version>`,4,1,3
amulet.lua,66,Stone of Lazhwar,Lapis Amulet,3,Current,no,`Current`,4,1,3
amulet.lua,67,Stranglegasp,Onyx Amulet,1,only,no,only (the entry has no Variant line),2,1,1
amulet.lua,68,Tavukai,Coral Amulet,1,Pre 3.19.0,yes,bare `Pre <version>`,7,1,5
amulet.lua,68,Tavukai,Coral Amulet,2,Current,no,`Current`,7,1,5
amulet.lua,69,Tainted Pact,Coral Amulet,1,only,no,only (the entry has no Variant line),5,1,4
amulet.lua,70,Tear of Purity,Lapis Amulet,1,Pre 3.16.0,yes,bare `Pre <version>`,5,1,3
amulet.lua,70,Tear of Purity,Lapis Amulet,2,Pre 3.19.0,yes,bare `Pre <version>`,5,1,4
amulet.lua,70,Tear of Purity,Lapis Amulet,3,Current,no,`Current`,5,1,4
amulet.lua,71,Ungil's Harmony,Turquoise Amulet,1,Pre 3.11.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,71,Ungil's Harmony,Turquoise Amulet,2,Current,no,`Current`,6,1,5
amulet.lua,72,The Utmost,Gold Amulet,1,only,no,only (the entry has no Variant line),5,1,3
amulet.lua,73,Uul-Netol's Vow,Unset Amulet,1,only,no,only (the entry has no Variant line),6,1,4
amulet.lua,74,Victario's Acuity,Turquoise Amulet,1,only,no,only (the entry has no Variant line),7,1,4
amulet.lua,75,Voice of the Storm,Lapis Amulet,1,Pre 3.16.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,75,Voice of the Storm,Lapis Amulet,2,Pre 3.21.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,75,Voice of the Storm,Lapis Amulet,3,Current,no,`Current`,5,1,4
amulet.lua,76,Choir of the Storm,Lapis Amulet,1,Pre 3.0.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,76,Choir of the Storm,Lapis Amulet,2,Pre 3.16.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,76,Choir of the Storm,Lapis Amulet,3,Pre 3.21.0,yes,bare `Pre <version>`,6,1,6
amulet.lua,76,Choir of the Storm,Lapis Amulet,4,Current,no,`Current`,5,1,5
amulet.lua,77,Voll's Devotion,Agate Amulet,1,only,no,only (the entry has no Variant line),7,1,4
amulet.lua,78,Warped Timepiece,Turquoise Amulet,1,Pre 3.11.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,78,Warped Timepiece,Turquoise Amulet,2,Pre 3.19.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,78,Warped Timepiece,Turquoise Amulet,3,Current,no,`Current`,6,1,4
amulet.lua,79,Willowgift,Jade Amulet,1,only,no,only (the entry has no Variant line),8,1,6
amulet.lua,80,Winterheart,Gold Amulet,1,Pre 3.15.0,yes,bare `Pre <version>`,6,1,4
amulet.lua,80,Winterheart,Gold Amulet,2,Current,no,`Current`,6,1,4
amulet.lua,81,Replica Winterheart,Gold Amulet,1,only,no,only (the entry has no Variant line),6,1,4
amulet.lua,82,Xoph's Heart,Amber Amulet,1,Pre 3.21.0,yes,bare `Pre <version>`,6,1,5
amulet.lua,82,Xoph's Heart,Amber Amulet,2,Current,no,`Current`,6,1,5
amulet.lua,83,Xoph's Blood,Amber Amulet,1,only,no,only (the entry has no Variant line),7,1,6
amulet.lua,84,Yoke of Suffering,Onyx Amulet,1,Pre 3.24.0,yes,bare `Pre <version>`,8,1,4
amulet.lua,84,Yoke of Suffering,Onyx Amulet,2,Current,no,`Current`,8,1,4
amulet.lua,85,The Eternal Struggle,Onyx Amulet,1,only,no,only (the entry has no Variant line),8,1,5
amulet.lua,86,Venarius' Astrolabe,Astrolabe Amulet,1,only,no,only (the entry has no Variant line),6,1,0
amulet.lua,87,Whispers of Infinity,Seaglass Amulet,1,Pre 3.27.0,yes,bare `Pre <version>`,5,1,5
amulet.lua,87,Whispers of Infinity,Seaglass Amulet,2,Current,no,`Current`,5,1,5
amulet.lua,88,Bonemeld,Marble Amulet,1,only,no,only (the entry has no Variant line),6,1,5
amulet.lua,89,Haunting Memories,Turquoise Amulet,1,only,no,only (the entry has no Variant line),7,1,4
axe.lua,0,Actum,Butcher Axe,1,Pre 3.26.0,yes,bare `Pre <version>`,4,1,0
axe.lua,0,Actum,Butcher Axe,2,Current,no,`Current`,4,1,0
axe.lua,1,Dreadarc,Cleaver,1,only,no,only (the entry has no Variant line),6,1,0
axe.lua,2,Dreadsurge,Cleaver,1,only,no,only (the entry has no Variant line),6,1,0
axe.lua,3,Dyadus,Infernal Axe,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
axe.lua,3,Dyadus,Infernal Axe,2,Current,no,`Current`,6,1,0
axe.lua,4,The Screaming Eagle,Jade Hatchet,1,Pre 2.0.0,yes,bare `Pre <version>`,5,1,0
axe.lua,4,The Screaming Eagle,Jade Hatchet,2,Current,no,`Current`,5,1,0
axe.lua,5,The Gryphon,Jade Hatchet,1,Pre 2.0.0,yes,bare `Pre <version>`,7,1,0
axe.lua,5,The Gryphon,Jade Hatchet,2,Current,no,`Current`,7,1,0
axe.lua,6,"Jack, the Axe",Vaal Hatchet,1,Pre 3.13.0,yes,bare `Pre <version>`,6,1,0
axe.lua,6,"Jack, the Axe",Vaal Hatchet,2,Current,no,`Current`,5,1,0
axe.lua,7,Moonbender's Wing,Tomahawk,1,Pre 3.11.0,yes,bare `Pre <version>`,6,1,0
axe.lua,7,Moonbender's Wing,Tomahawk,2,Current,no,`Current`,4,1,0
axe.lua,8,Relentless Fury,Decorative Axe,1,Pre 2.6.0,yes,bare `Pre <version>`,6,1,0
axe.lua,8,Relentless Fury,Decorative Axe,2,Current,no,`Current`,6,1,0
axe.lua,9,Rigwald's Savagery,Royal Axe,1,Pre 3.11.0,yes,bare `Pre <version>`,5,1,0
axe.lua,9,Rigwald's Savagery,Royal Axe,2,Pre 3.25.0,yes,bare `Pre <version>`,4,1,0
axe.lua,9,Rigwald's Savagery,Royal Axe,3,Current,no,`Current`,4,1,0
axe.lua,10,Soul Taker,Siege Axe,1,Pre 1.0.0,yes,bare `Pre <version>`,6,1,0
axe.lua,10,Soul Taker,Siege Axe,2,Pre 3.20.0,yes,bare `Pre <version>`,6,1,0
axe.lua,10,Soul Taker,Siege Axe,3,Pre 3.26.0,yes,bare `Pre <version>`,6,1,0
axe.lua,10,Soul Taker,Siege Axe,4,Pre 3.28.0,yes,bare `Pre <version>`,6,1,0
axe.lua,10,Soul Taker,Siege Axe,5,Current,no,`Current`,7,1,0
axe.lua,11,Replica Soul Taker,Siege Axe,1,only,no,only (the entry has no Variant line),6,1,0
axe.lua,12,Starcaller,Abyssal Axe,1,only,no,only (the entry has no Variant line),6,1,0
axe.lua,13,The Grey Wind,Spectral Axe,1,Pre 3.29.0,yes,bare `Pre <version>`,5,1,0
axe.lua,13,The Grey Wind,Spectral Axe,2,Current,no,`Current`,5,1,0
axe.lua,14,Atziri's Disfavour,Vaal Axe,1,Pre 3.11.0,yes,bare `Pre <version>`,5,1,0
axe.lua,14,Atziri's Disfavour,Vaal Axe,2,Pre 3.20.0,yes,bare `Pre <version>`,6,1,0
axe.lua,14,Atziri's Disfavour,Vaal Axe,3,Current,no,`Current`,6,1,0
axe.lua,15,The Blood Reaper,Headsman Axe,1,Pre 3.0.0,yes,bare `Pre <version>`,6,1,0
axe.lua,15,The Blood Reaper,Headsman Axe,2,Pre 3.12.0,yes,bare `Pre <version>`,6,1,0
axe.lua,15,The Blood Reaper,Headsman Axe,3,Current,no,`Current`,6,1,0
axe.lua,16,Debeon's Dirge,Despot Axe,1,only,no,only (the entry has no Variant line),4,1,0
axe.lua,17,The Harvest,Jasper Chopper,1,only,no,only (the entry has no Variant line),4,1,0
axe.lua,18,Replica Harvest,Jasper Chopper,1,only,no,only (the entry has no Variant line),4,1,0
axe.lua,19,Hezmana's Bloodlust,Vaal Axe,1,Pre 3.11.0,yes,bare `Pre <version>`,4,1,0
axe.lua,19,Hezmana's Bloodlust,Vaal Axe,2,Current,no,`Current`,6,1,0
axe.lua,20,Kaom's Primacy,Karui Chopper,1,Pre 1.0.0,yes,bare `Pre <version>`,5,1,0
axe.lua,20,Kaom's Primacy,Karui Chopper,2,Pre 3.7.0,yes,bare `Pre <version>`,5,1,0
axe.lua,20,Kaom's Primacy,Karui Chopper,3,Pre 3.11.0,yes,bare `Pre <version>`,6,1,0
axe.lua,20,Kaom's Primacy,Karui Chopper,4,Pre 3.25.0,yes,bare `Pre <version>`,6,1,0
